CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Acionista;Tipo_Classe_Acao_Preferencial;Quantidade_Acoes;Percentual_Acoes
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467360;Preferencial Classe B;1251716;0.447000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467364;Preferencial Classe B;204959;0.073000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467376;Preferencial Classe B;21198342;7.572000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467380;Preferencial Classe B;7908453;2.825000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467384;Preferencial Classe B;59300;0.021000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467388;Preferencial Classe B;493;0.000000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467388;Preferencial Classe C;1;100.000000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467392;Preferencial Classe A;2000;1.361000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467392;Preferencial Classe B;360000;0.129000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467396;Preferencial Classe A;55585;37.834000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467397;Preferencial Classe A;4361;2.968000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467397;Preferencial Classe B;6837800;2.443000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467398;Preferencial Classe A;84974;57.837000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467398;Preferencial Classe B;173264841;61.893000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467399;Preferencial Classe B;279941393;100.000000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467399;Preferencial Classe C;1;100.000000
01.104.937/0001-70;2024-12-31;3;139871;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;7467399;Preferencial Classe A;146920;100.000000
01.107.327/0001-20;2024-12-31;4;142006;BBM LOGÍSTICA S.A.;7522368;Ordinária Classe A;0;0.000000
01.107.327/0001-20;2024-12-31;4;142006;BBM LOGÍSTICA S.A.;7522370;Ordinária Classe A;0;100.000000
01.319.044/0001-41;2024-12-31;1;137920;WTC AMAZONAS SUITE HOTEL S.A.;7398618;Ordinária Classe A;7;100.000000
01.319.044/0001-41;2024-12-31;1;137920;WTC AMAZONAS SUITE HOTEL S.A.;7398621;Ordinária Classe A;7;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518703;Preferencial Classe A;2673312;3.277000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518703;Preferencial Classe B;34092604;49.282000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518744;Preferencial Classe A;37536000;46.007000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518873;Preferencial Classe A;40209312;49.283000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518873;Preferencial Classe B;34092604;49.282000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518874;Preferencial Classe A;0;0.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518883;Preferencial Classe E;12;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518893;Preferencial Classe E;12;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518896;Preferencial Classe A;0;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518901;Preferencial Classe A;185517;0.227000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518901;Preferencial Classe B;157288;0.227000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518908;Preferencial Classe A;54257561;9.905000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518912;Preferencial Classe A;55144456;10.067000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518916;Preferencial Classe A;1283203;0.234000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7518980;Preferencial Classe A;3138758;0.573000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519024;Preferencial Classe A;27657084;5.049000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519032;Preferencial Classe A;1026563;0.187000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519056;Preferencial Classe A;513281;0.094000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519076;Preferencial Classe A;6987367;1.276000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519096;Preferencial Classe A;19609792;3.580000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519097;Preferencial Classe A;378134098;69.034000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519097;Preferencial Classe B;66261;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519098;Preferencial Classe A;547752163;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519098;Preferencial Classe B;66261;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519102;Preferencial Classe A;0;0.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519103;Preferencial Classe A;54257561;9.905000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519107;Preferencial Classe A;55144456;10.067000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519111;Preferencial Classe A;1283203;0.234000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519131;Preferencial Classe A;27527671;5.026000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519179;Preferencial Classe A;3138758;0.573000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519223;Preferencial Classe A;27657084;5.049000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519235;Preferencial Classe A;1026563;0.187000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519243;Preferencial Classe A;513281;0.094000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519263;Preferencial Classe A;6987367;1.276000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519283;Preferencial Classe A;19609792;3.580000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519284;Preferencial Classe A;350606427;64.008000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519284;Preferencial Classe B;66261;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519285;Preferencial Classe A;547752163;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519285;Preferencial Classe B;66261;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519288;Preferencial Classe A;0;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519289;Preferencial Classe A;416296;0.510000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519289;Preferencial Classe B;353008;0.510000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519298;Preferencial Classe E;12;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519308;Preferencial Classe E;12;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519310;Preferencial Classe A;567629;0.696000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519310;Preferencial Classe B;483248;0.699000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519311;Preferencial Classe A;81588066;100.000000
01.417.222/0001-77;2024-12-31;3;141908;MRS LOGISTICA S.A.;7519311;Preferencial Classe B;69178752;100.000000
01.543.032/0001-04;2024-12-31;5;141924;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;7519721;Ordinária Classe O;899481094;100.000000
01.543.032/0001-04;2024-12-31;5;141924;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;7519722;Ordinária Classe O;899481094;100.000000
01.543.032/0001-04;2024-12-31;5;141924;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;7519724;Ordinária Classe O;1;100.000000
01.543.032/0001-04;2024-12-31;5;141924;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;7519725;Ordinária Classe O;1;100.000000
01.548.981/0001-79;2024-12-31;4;141788;INVESTIMENTOS BEMGE S.A.;7511573;;0;0.000000
01.548.981/0001-79;2024-12-31;4;141788;INVESTIMENTOS BEMGE S.A.;7511574;;0;0.000000
01.548.981/0001-79;2024-12-31;4;141788;INVESTIMENTOS BEMGE S.A.;7511575;;0;0.000000
01.548.981/0001-79;2024-12-31;4;141788;INVESTIMENTOS BEMGE S.A.;7511578;;0;100.000000
01.548.981/0001-79;2024-12-31;4;141788;INVESTIMENTOS BEMGE S.A.;7511780;;0;0.000000
01.548.981/0001-79;2024-12-31;4;141788;INVESTIMENTOS BEMGE S.A.;7511781;;0;0.000000
01.548.981/0001-79;2024-12-31;4;141788;INVESTIMENTOS BEMGE S.A.;7511782;;0;0.000000
01.548.981/0001-79;2024-12-31;4;141788;INVESTIMENTOS BEMGE S.A.;7511785;;0;100.000000
01.548.981/0001-79;2024-12-31;4;141788;INVESTIMENTOS BEMGE S.A.;7511886;;0;0.000000
01.548.981/0001-79;2024-12-31;4;141788;INVESTIMENTOS BEMGE S.A.;7511887;;0;100.000000
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;7479714;Ordinária Classe A;43424;0.126000
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;7479731;Ordinária Classe A;15385992;44.475000
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;7479744;Ordinária Classe A;81406;0.235000
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;7479745;Ordinária Classe A;3944830;11.403000
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;7479749;Ordinária Classe A;543535;1.571000
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;7479750;Ordinária Classe A;14595613;42.190000
01.896.779/0001-38;2024-12-31;2;140772;CSU DIGITAL S.A.;7479751;Ordinária Classe A;34594800;100.000000
01.938.783/0001-11;2024-12-31;3;141907;CIA PARTICIPACOES ALIANCA DA BAHIA;7518697;Preferencial Classe A;0;0.000000
01.938.783/0001-11;2024-12-31;3;141907;CIA PARTICIPACOES ALIANCA DA BAHIA;7518698;Preferencial Classe A;0;100.000000
02.041.460/0001-93;2024-12-31;2;141894;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;7517602;Preferencial Classe A;2156054330;100.000000
02.041.460/0001-93;2024-12-31;2;141894;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;7517603;Preferencial Classe A;2156054330;100.000000
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;7401192;Ordinária Classe A;1929000;73.936000
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;7401197;Preferencial Classe B;1;10.000000
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;7401198;Preferencial Classe B;1;10.000000
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;7401199;Ordinária Classe A;680000;26.064000
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;7401200;Preferencial Classe B;1;10.000000
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;7401202;Preferencial Classe A;20;100.000000
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;7401202;Preferencial Classe B;7;70.000000
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;7401203;Ordinária Classe A;2609000;100.000000
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;7401203;Preferencial Classe B;10;100.000000
02.201.787/0001-85;2024-12-31;1;137982;CEL PARTICIPAÇÕES S.A. - CELPAR;7401203;Preferencial Classe A;20;100.000000
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;7394216;Preferencial Classe A;459065;42.098000
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;7394271;Preferencial Classe A;631400;57.902000
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;7394274;Preferencial Classe A;1090465;100.000000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423630;Preferencial Classe B;355;0.004000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423634;Preferencial Classe B;4318334;48.177000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423642;Preferencial Classe B;3223271;35.960000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423642;Ordinária Classe B;208743;0.785000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423646;Preferencial Classe B;501789;5.598000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423646;Ordinária Classe B;26382163;99.215000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423695;Preferencial Classe B;918906;10.252000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423699;Preferencial Classe B;741;0.008000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423703;Preferencial Classe A;18686075;100.000000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423703;Ordinária Classe A;1722716;100.000000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423713;Preferencial Classe B;8963396;100.000000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423713;Ordinária Classe B;26590906;100.000000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423713;Preferencial Classe A;18686075;100.000000
02.281.836/0001-37;2024-12-31;1;138599;TRANSNORDESTINA LOGISTICA SA;7423713;Ordinária Classe A;1722716;100.000000
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;7527312;Preferencial Classe A;2230933;28.696000
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;7527317;Ordinária Classe A;3694708;99.970000
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;7527322;Preferencial Classe A;5543467;71.304000
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;7527322;Ordinária Classe A;1096;0.030000
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;7527323;Preferencial Classe A;7774400;100.000000
02.302.101/0001-42;2024-12-31;7;142148;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;7527323;Ordinária Classe A;3695804;100.000000
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;7521905;Ordinária Classe A;65143;100.000000
02.351.144/0001-18;2024-12-31;4;142003;TEGMA GESTAO LOGISTICA S.A.;7521907;Ordinária Classe A;65143;100.000000
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;7517801;Ordinária Classe A;205362;100.000000
02.421.421/0001-11;2024-12-31;3;141896;TIM S.A.;7517803;Ordinária Classe A;205362;100.000000
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;7483931;Ordinária Classe A;730435698;100.000000
02.429.144/0001-93;2024-12-31;2;141286;CPFL ENERGIA S.A.;7483967;Ordinária Classe A;730435698;100.000000
02.451.848/0001-62;2024-12-31;2;139764;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;7463999;;0;0.000000
02.451.848/0001-62;2024-12-31;2;139764;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;7464000;;0;0.000000
02.451.848/0001-62;2024-12-31;2;139764;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;7464001;;0;0.000000
02.451.848/0001-62;2024-12-31;2;139764;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;7464002;;0;0.000000
02.451.848/0001-62;2024-12-31;2;139764;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;7464003;;0;0.000000
02.451.848/0001-62;2024-12-31;2;139764;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;7464004;;0;0.000000
02.451.848/0001-62;2024-12-31;2;139764;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;7464008;;0;0.000000
02.451.848/0001-62;2024-12-31;2;139764;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;7464009;;0;0.000000
02.451.848/0001-62;2024-12-31;2;139764;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;7464010;;0;0.000000
